book_id,book_name,shelf_id,shelf_name,page_id,page_name
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Wang-6H-e,Wang et al. 2013: 6H-SiC; n(e) 0.436–2.33 µm
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Wang-4H-o,Wang et al. 2013: 4H-SiC; n(o) 0.405–5 µm
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Wang-4H-e,Wang et al. 2013: 4H-SiC; n(e) 0.405–2.33 µm
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Fischer-o,Fischer et al. 2017: 4H-SiC; n(o) 17–150 µm
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Fischer-e,Fischer et al. 2017: 4H-SiC; n(e) 17–150 µm
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Shaffer,Shaffer 1971: β-SiC; n 0.467–0.691 µm
SiC,SiC (Silicon carbide),main,MAIN - simple inorganic materials,Larruquert,"Larruquert et al. 2011: Thin film; n,k 0.006154–131.7 µm"
TiC,TiC (Titanium carbide),main,MAIN - simple inorganic materials,Pfluger,"Pflüger et al. 1984: n,k 0.0311–2.48 µm"
Ti3C2,Ti<sub>3</sub>C<sub>2</sub> (Ti<sub>3</sub>C<sub>2</sub> MXene),main,MAIN - simple inorganic materials,Panova,"Panova et al. 2024: n,k 0.300–3.30 µm"
VC,VC (Vanadium carbide),main,MAIN - simple inorganic materials,Pfluger,"Pflüger et al. 1984: n,k 0.0311–2.48 µm"
CaCO3,"CaCO<sub>3</sub> (Calcium carbonate, Calcite)",main,MAIN - simple inorganic materials,Ghosh-o,Ghosh 1999: n(o) 0.204–2.172 µm
CaCO3,"CaCO<sub>3</sub> (Calcium carbonate, Calcite)",main,MAIN - simple inorganic materials,Ghosh-e,Ghosh 1999: n(e) 0.204–2.172 µm
CaMg(CO3)2,"CaMg(CO<sub>3</sub>)<sub>2</sub> (Calcium magnesium carbonate, Dolomite)",main,MAIN - simple inorganic materials,Querry-o,"Querry 1987: n,k(o) 2.5–40 µm"
CaMg(CO3)2,"CaMg(CO<sub>3</sub>)<sub>2</sub> (Calcium magnesium carbonate, Dolomite)",main,MAIN - simple inorganic materials,Querry-e,"Querry 1987: n,k(e) 2.5–50 µm"
Ca,Ca (Calcium),main,MAIN - simple inorganic materials,Mathewson,"Mathewson and Myers 1971: n,k 0.340–1.65 µm"
Ca,Ca (Calcium),main,MAIN - simple inorganic materials,Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2015: n,k 0.00123–0.316 µm"
Ce,Ce (Cerium),main,MAIN - simple inorganic materials,Fernandez-Perea,"Fernández-Perea et al. 2008: n,k 0.00103–0.207 µm"
AgCl,AgCl (Silver chloride),main,MAIN - simple inorganic materials,Tilton,Tilton et al. 1950: n 0.578–20.6 µm
CsCl,CsCl (Cesium chloride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.18–40 µm
CuCl,CuCl (Cuprous chloride),main,MAIN - simple inorganic materials,Feldman,Feldman and Horowitz 1969: n 0.43–2.5 µm
KCl,KCl (Potassium chloride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.18–35 µm
KCl,KCl (Potassium chloride),main,MAIN - simple inorganic materials,Querry,"Querry 1987: n,k 0.22–167 µm"
LiCl,LiCl (Lithium chloride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.17–16 µm
NaCl,NaCl (Sodium chloride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.20–30 µm
NaCl,NaCl (Sodium chloride),main,MAIN - simple inorganic materials,Querry,"Querry 1987: n,k 0.22–167 µm"
RbCl,RbCl (Rubidium chloride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.18–40 µm
TlCl,TlCl (Thallium chloride),main,MAIN - simple inorganic materials,Schroter,Schröter 1931: n 0.43–0.66 µm
Co,Co (Cobalt),main,MAIN - simple inorganic materials,Johnson,"Johnson and Christy 1974: n,k 0.188–1.937 µm"
Co,Co (Cobalt),main,MAIN - simple inorganic materials,Werner,"Werner et al. 2009: n,k 0.0176–2.48 µm"
Co,Co (Cobalt),main,MAIN - simple inorganic materials,Werner-DFT,"Werner et al. 2009: DFT calculations; n,k 0.0176–2.48 µm"
Cr,Chromium (Cr),main,MAIN - simple inorganic materials,Johnson,"Johnson and Christy 1974: n,k 0.188–1.937 µm"
Cr,Chromium (Cr),main,MAIN - simple inorganic materials,Sytchkova,"Sytchkova et al. 2021: 12 nm film; n,k 0.262–2.50 µm"
Cr,Chromium (Cr),main,MAIN - simple inorganic materials,Rakic-BB,"Rakić et al. 1998: Brendel-Bormann model; n,k 0.248–62.0 µm"
Cr,Chromium (Cr),main,MAIN - simple inorganic materials,Rakic-LD,"Rakić et al. 1998: Lorentz-Drude model; n,k 0.248–62.0 µm"
Cs,Cs (Caesium),main,MAIN - simple inorganic materials,Smith,"Smith 1970: n,k 0.313–2.42 µm"
Cs,Cs (Caesium),main,MAIN - simple inorganic materials,Monin,"Monin and Boutry 1974: n,k 0.254–0.620 µm; 195 K"
Cs,Cs (Caesium),main,MAIN - simple inorganic materials,Whang,"Whang et al. 1971: n,k 0.129–0.344 µm"
Cs,Cs (Caesium),main,MAIN - simple inorganic materials,Ives,"Ives and Briggs 1937: n,k 0.254–0.578 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Johnson,"Johnson and Christy 1972: n,k 0.188–1.937 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,McPeak,"McPeak et al. 2015: n,k 0.3–1.7 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Babar,"Babar and Weaver 2015: n,k 0.2066–12.40 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Brimhall,"Brimhall et al. 2009: n,k 0.0101–0.0421 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Werner,"Werner et al. 2009: n,k 0.01759–2.480 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Stahrenberg,"Stahrenberg et al. 2001: n,k 0.128–0.496 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Ordal,"Ordal et al. 1985: n,k 0.517–55.6 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Querry,"Querry 1985: n,k 0.21–55.6 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Hagemann,"Hagemann et al. 1974: n,k 0.0000248–248 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Rakic-BB,"Rakić et al. 1998: Brendel-Bormann model; n,k 0.207–12.4 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Rakic-LD,"Rakić et al. 1998: Lorentz-Drude model; n,k 0.207–12.4 µm"
Cu,Cu (Copper),main,MAIN - simple inorganic materials,Werner-DFT,"Werner et al. 2009: DFT calculations; n,k 0.01759–2.480 µm"
Er,Er (Erbium),main,MAIN - simple inorganic materials,Larruquert,"Larruquert et al. 2011: n,k 0.000784–0.383 µm"
Eu,Eu (Europium),main,MAIN - simple inorganic materials,Fernandez-Perea,"Fernández-Perea et al. 2008: n,k 0.000883–0.149 µm"
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Li,Li 1980: n 0.15–15.0 µm
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Zheng-21C,Zheng et al. 2023: n 0.22–1.7 µm; 21 °C
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Zheng-186C,Zheng et al. 2023: n 0.22–1.7 µm; 186 °C
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Zheng-368C,Zheng et al. 2023: n 0.22–1.7 µm; 368 °C
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Querry,"Querry 1987: n,k 0.220–167 µm"
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Malitson,Malitson 1964: n 0.265–10.3 µm
BaF2,BaF<sub>2</sub> (Barium fluoride),main,MAIN - simple inorganic materials,Kaiser,"Kaiser et al. 1962: n,k 10–80 µm"
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Li,Li 1980: n 0.15–12.0 µm; 20 °C
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Zheng-21C,Zheng et al. 2023: n 0.22–1.7 µm; 21 °C
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Zheng-186C,Zheng et al. 2023: n 0.22–1.7 µm; 186 °C
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Zheng-368C,Zheng et al. 2023: n 0.22–1.7 µm; 368 °C
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Daimon-20,Daimon and Masumura 2002: n 0.138–2.326 µm; 20 °C
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Daimon-25,Daimon and Masumura 2002: n 0.138–2.326 µm; 25 °C
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Kaiser,"Kaiser et al. 1964: n,k 10–80 µm"
CaF2,CaF<sub>2</sub> (Calcium fluoride),main,MAIN - simple inorganic materials,Malitson,Malitson 1963: n 0.23–9.7 µm; 24 °C
CeF3,CeF<sub>3</sub> (Cerium trifluoride),main,MAIN - simple inorganic materials,Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2017: n,k 0.03–2.0 µm"
CsF,CsF (Cesium fluoride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.15–30 µm
GdF3,GdF<sub>3</sub> (Gadolinium fluoride),main,MAIN - simple inorganic materials,Franta,"Franta et al. 2023: n,k 0.120–143 µm"
KF,KF (Potassium fluoride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.15–22 µm
LaF3,LaF<sub>3</sub> (Lanthanum fluoride),main,MAIN - simple inorganic materials,Laihoa-o,Laihoa and Lakkistoa 1983: n(o) 0.35–0.70 µm
LaF3,LaF<sub>3</sub> (Lanthanum fluoride),main,MAIN - simple inorganic materials,Laihoa-e,Laihoa and Lakkistoa 1983: n(e) 0.35–0.70 µm
LaF3,LaF<sub>3</sub> (Lanthanum fluoride),main,MAIN - simple inorganic materials,Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2017: n,k 0.03–2.0 µm"
LaF3,LaF<sub>3</sub> (Lanthanum fluoride),main,MAIN - simple inorganic materials,Amotchkina,"Amotchkina et al, 2020: n 0.4–12 µm, k 9.5–12 µm"
LiF,LiF (Lithium fluoride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.10–11 µm
LiCaAlF6,"LiCaAlF<sub>6</sub> (Lithium calcium aluminum fluoride, LiCAF)",main,MAIN - simple inorganic materials,Woods-o,Woods et al. 1991: n(o) 0.4–1.0 µm
LiCaAlF6,"LiCaAlF<sub>6</sub> (Lithium calcium aluminum fluoride, LiCAF)",main,MAIN - simple inorganic materials,Woods-e,Woods et al. 1991: n(e) 0.4–1.0 µm
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Li-o,Li 1980: n(o) 0.14–7.5 µm
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Li-e,Li 1980: n(e) 0.14–7.5 µm
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Zheng-o-21C,Zheng et al. 2023: n(o) 0.22–1.7 µm; 21 °C
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Zheng-o-186C,Zheng et al. 2023: n(o) 0.22–1.7 µm; 186 °C
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Zheng-o-368C,Zheng et al. 2023: n(o) 0.22–1.7 µm; 368 °C
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Zheng-e-21C,Zheng et al. 2023: n(e) 0.22–1.7 µm; 21 °C
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Zheng-e-186C,Zheng et al. 2023: n(e) 0.22–1.7 µm; 186 °C
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Zheng-e-368C,Zheng et al. 2023: n(e) 0.22–1.7 µm; 368 °C
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Dodge-o,Dodge 1984: n(o) 0.2–7.0 µm
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Dodge-e,Dodge 1984: n(e) 0.2–7.0 µm
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2017: n,k 0.03–2.0 µm"
MgF2,MgF<sub>2</sub> (Magnesium fluoride),main,MAIN - simple inorganic materials,Franta,"Franta et al. 017: n,k 0.0275–125 µm"
NaF,NaF (Sodium fluoride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.15–17 µm
PbF2,PbF<sub>2</sub> (Lead difluoride),main,MAIN - simple inorganic materials,Malitson,Malitson and Dodge 1969: n 0.3–11.9 µm
RbF,RbF (Rubidium fluoride),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.15–25 µm
SF6,SF<sub>6</sub> (Sulphur hexafluoride),main,MAIN - simple inorganic materials,Vukovic,Vukovic et al. 1996: n 0.6–1.3 µm
SrF2,SrF<sub>2</sub> (Strontium fluoride),main,MAIN - simple inorganic materials,Kaiser,"Kaiser et al. 1964: n,k 10–80 µm"
SrF2,SrF<sub>2</sub> (Strontium fluoride),main,MAIN - simple inorganic materials,Rodriguez-de_Marcos,"Rodríguez-de Marcos et al. 2013: n,k 0.001582–682.2 µm"
SrF2,SrF<sub>2</sub> (Strontium fluoride),main,MAIN - simple inorganic materials,Li,Li 1980: n 0.15–12.0 µm
SrF2,SrF<sub>2</sub> (Strontium fluoride),main,MAIN - simple inorganic materials,Feldman,Feldman et al. 1978: n 0.21–11.5 µm
ThF4,ThF<sub>4</sub> (Thorium tetrafluoride),main,MAIN - simple inorganic materials,Heitmann,Heitmann and Ritter 1976: n 0.26–0.76 µm
YbF3,YbF3 (Ytterbium trifluoride),main,MAIN - simple inorganic materials,Amotchkina,"Amotchkina et al, 2020: Thin film; n 0.4–14 µm, k 9.0–14 µm"
YLiF4,"YLiF<sub>4</sub> (Yttrium lithium fluoride, YLF)",main,MAIN - simple inorganic materials,Barnes-o,Barnes and Gettemy 1980: n(o) 0.225–2.6 µm
YLiF4,"YLiF<sub>4</sub> (Yttrium lithium fluoride, YLF)",main,MAIN - simple inorganic materials,Barnes-e,Barnes and Gettemy 1980: n(e) 0.225–2.6 µm
Fe,Fe (Iron),main,MAIN - simple inorganic materials,Johnson,"Johnson and Christy 1974: n,k 0.188–1.94 µm"
Fe,Fe (Iron),main,MAIN - simple inorganic materials,Werner,"Werner et al. 2009: n,k 0.0176–2.48 µm"
Fe,Fe (Iron),main,MAIN - simple inorganic materials,Ordal,"Ordal et al. 1985: n,k 0.667–286 µm"
Fe,Fe (Iron),main,MAIN - simple inorganic materials,Querry,"Querry 1985: n,k 0.21–55.6 µm"
Fe,Fe (Iron),main,MAIN - simple inorganic materials,Werner-DFT,"Werner et al. 2009: DFT calculations; n,k 0.0176–2.48 µm"
BiFeO3,"BiFeO3 (Bismuth ferrite, BFO)",main,MAIN - simple inorganic materials,Kumar,"Kumar et al. 2008: n 0.197–1.67 µm, k 0.197–0.576 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Aspnes,"Aspnes and Studna 1983: n,k 0.21–0.83 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Amotchkina,"Amotchkina et al, 2020: n,k 0.400–11.0 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Nunley,"Nunley et al, 2016: n,k 0.188–2.48 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Burnett,Burnett et al. 2016: n 2.00–14.0 µm
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Jellison,"Jellison 1992: n,k 0.234–0.840 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-100K,Li 1980: n 1.9–18 µm; 100 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-150K,Li 1980: n 1.9–18 µm; 150 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-200K,Li 1980: n 1.9–18 µm; 200 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-250K,Li 1980: n 1.9–18 µm; 250 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-293K,Li 1980: n 1.9–18 µm; 293 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-350K,Li 1980: n 1.9–18 µm; 350 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-400K,Li 1980: n 1.9–18 µm; 400 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-450K,Li 1980: n 1.9–18 µm; 450 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-500K,Li 1980: n 1.9–18 µm; 500 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Li-550K,Li 1980: n 1.9–18 µm; 550 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Icenogle,Icenogle et al. 1976: n 2.5–12 µm; 293 K
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Ciesielski-2nm,"Ciesielski et al. 2018: 2 nm film; n,k 0.2–2 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Ciesielski-20nm,"Ciesielski et al. 2018: 20 nm film; n,k 0.2–2 µm"
Ge,Ge (Germanium),main,MAIN - simple inorganic materials,Amotchkina-film,"Amotchkina et al, 2020: 0.42 µm film; n,k 0.4–15 µm"
Bi4Ge3O12,"Bi<sub>4</sub>Ge<sub>3</sub>O<sub>12</sub> (Bismuth germanate, BGO)",main,MAIN - simple inorganic materials,Williams,Williams et al. 1996: n 0.305–1.0 µm
Bi12GeO20,"Bi<sub>12</sub>GeO<sub>20</sub> (Bismuth germanate, BGO)",main,MAIN - simple inorganic materials,Simon,Simon et al. 1997: n 0.45–0.70 µm
Pb5Ge3O11,"Pb<sub>5</sub>Ge<sub>3</sub>O<sub>11</sub> (Lead germanate, PGO)",main,MAIN - simple inorganic materials,Simon-o,Simon et al. 1997: n(o) 0.45–0.70 µm
Pb5Ge3O11,"Pb<sub>5</sub>Ge<sub>3</sub>O<sub>11</sub> (Lead germanate, PGO)",main,MAIN - simple inorganic materials,Simon-e,Simon et al. 1997: n(e) 0.45–0.70 µm
H2,H<sub>2</sub> (Hydrogen),main,MAIN - simple inorganic materials,Smith,Smith et al. 1976: n 0.168–0.289 µm
H2,H<sub>2</sub> (Hydrogen),main,MAIN - simple inorganic materials,Peck,Peck and Hung 1977: n 0.168–1.695 µm
H2,H<sub>2</sub> (Hydrogen),main,MAIN - simple inorganic materials,Koch,Koch 1913: n 0.230–0.546 µm
D2,D<sub>2</sub> (Deuterium),main,MAIN - simple inorganic materials,Weber,Weber: n 0.230–0.579 µm
NH3,NH<sub>3</sub> (Ammonia),main,MAIN - simple inorganic materials,Cuthbertson,Cuthbertson and Cuthbertson 1914: n 0.480–0.671 µm
MgH2,MgH2 (Magnesium hydride),main,MAIN - simple inorganic materials,Palm,"Palm et al. 2018: n,k 0.250–1.68 µm"
TiH2,TiH2 (Titanium hydride),main,MAIN - simple inorganic materials,Palm,"Palm et al. 2018: n,k 0.226–1.68 µm"
He,He (Helium),main,MAIN - simple inorganic materials,Borzsonyi,Börzsönyi et al. 2008: n 0.4–1.0 µm
He,He (Helium),main,MAIN - simple inorganic materials,Ermolov,Ermolov et al. 2015: n 0.09–1.00 µm
He,He (Helium),main,MAIN - simple inorganic materials,Smith,Smith et al. 1976: n 0.168–0.288 µm
He,He (Helium),main,MAIN - simple inorganic materials,Mansfield,Mansfield and Peck 1969: n 0.480–2.06 µm
He,He (Helium),main,MAIN - simple inorganic materials,Cuthbertson,Cuthbertson and Cuthbertson 1936: n 0.275–0.546 µm
Hf,Hf (Hafnium),main,MAIN - simple inorganic materials,Windt,"Windt et al. 1988: n,k 0.00240–0.122 µm"
Hg,Hg (Mercury),main,MAIN - simple inorganic materials,Inagaki,"Inagaki et al. 1981: n,k 0.0636–6.20 µm"
Ho,Ho (Holmium),main,MAIN - simple inorganic materials,Fernandez-Perea,"Fernández-Perea et al. 2011: n,k 0.000922–0.413 µm"
CsI,CsI (Cesium iodide),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.25–67 µm
CsI,CsI (Cesium iodide),main,MAIN - simple inorganic materials,Querry,"Querry 1987: n,k 0.22–167 µm"
CsI,CsI (Cesium iodide),main,MAIN - simple inorganic materials,Rodney,Rodney 1955: n 0.2967–50 µm
KI,KI (Potassium iodide),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.25–50 µm
LiI,LiI (Lithium iodide),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.25–25 µm
NaI,NaI (Sodium iodide),main,MAIN - simple inorganic materials,Jellison,Jellison et al. 2012: n 0.436–0.633 µm
NaI,NaI (Sodium iodide),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.25–40 µm
PbI2,PbI2 (Lead iodide),main,MAIN - simple inorganic materials,Frisenda,"Frisenda et al. 2017: n,k 0.423–0.794 µm"
RbI,RbI (Rubidium iodide),main,MAIN - simple inorganic materials,Li,Li 1976: n 0.24–64 µm
LiIO3,LiIO<sub>3</sub> (Lithium iodate),main,MAIN - simple inorganic materials,Umegaki-o,Umegaki et al. 1971: n(o) 0.4–5.7 µm
LiIO3,LiIO<sub>3</sub> (Lithium iodate),main,MAIN - simple inorganic materials,Umegaki-e,Umegaki et al. 1971: n(e) 0.4–5.7 µm
LiIO3,LiIO<sub>3</sub> (Lithium iodate),main,MAIN - simple inorganic materials,Herbst-o,Herbst 1976: n(o) 0.546–5.0 µm
LiIO3,LiIO<sub>3</sub> (Lithium iodate),main,MAIN - simple inorganic materials,Herbst-e,Herbst 1976: n(e) 0.546–5.0 µm
In,In (Indium),main,MAIN - simple inorganic materials,Mathewson-298K,"Mathewson and Myers 1971: n,k 0.344–1.77 µm; 298 K"
In,In (Indium),main,MAIN - simple inorganic materials,Mathewson-140K,"Mathewson and Myers 1971: n,k 0.344–1.77 µm; 140 K"
In,In (Indium),main,MAIN - simple inorganic materials,Golovashkin-295K,"Golovashkin et al. 1967: n,k 0.55–10 µm; 295 K"
In,In (Indium),main,MAIN - simple inorganic materials,Golovashkin-4.2K,"Golovashkin et al. 1967: n,k 0.55–10 µm; 4.2 K"
Ir,Ir (Iridium),main,MAIN - simple inorganic materials,Windt,"Windt et al. 1988: n,k 0.0024–0.122 µm"
Ir,Ir (Iridium),main,MAIN - simple inorganic materials,Schmitt-ALD,"Schmitt et al. 2022: n,k 0.200–20.0 µm; ALD deposition"
Ir,Ir (Iridium),main,MAIN - simple inorganic materials,Schmitt-MS,"Schmitt et al. 2022: n,k 0.200–20.0 µm; MS deposition"
Ir,Ir (Iridium),main,MAIN - simple inorganic materials,Roberts,"Roberts 1986: n,k 0.250–0.750 µm"
Ir,Ir (Iridium),main,MAIN - simple inorganic materials,Hass-40C,"Hass et al. 1967: n,k 0.005–0.546 µm; deposited at 40 °C"
Ir,Ir (Iridium),main,MAIN - simple inorganic materials,Hass-300C,"Hass et al. 1967: n,k 0.005–0.546 µm; deposited at 300 °C"
K,K (Potassium),main,MAIN - simple inorganic materials,Smith,"Smith 1969: n,k 0.313–2.24 µm"
K,K (Potassium),main,MAIN - simple inorganic materials,Monin,"Monin and Boutry 1974: n,k 0.254–0.620 µm; 195 K"
K,K (Potassium),main,MAIN - simple inorganic materials,Whang,"Whang et al. 1972: n,k 0.116–0.315 µm"
K,K (Potassium),main,MAIN - simple inorganic materials,Sutherland,Sutherland and Arakawa 1968: n 0.128–0.313 µm
K,K (Potassium),main,MAIN - simple inorganic materials,Althoff,"Althoff and Hertz 1967: n,k 2.5–10.15 µm"
K,K (Potassium),main,MAIN - simple inorganic materials,Ives,"Ives and Briggs 1936: n,k 0.254–0.578 µm"
Kr,Kr (Krypton),main,MAIN - simple inorganic materials,Bideau-Mehu,Bideau-Mehu et al. 1981: n 0.140–0.623 µm
